:ID,:LABEL,prefLabel,identifier
align-es457d640eeeb06be7b7,Alignment,Counter-Terrorism,https://skills.emsidata.com/skills/ES457D640EEEB06BE7B7
align-es466b2ed84fa790076f,Alignment,Learner Analysis,https://skills.emsidata.com/skills/ES466B2ED84FA790076F
align-es476d9219e938f5cb96,Alignment,Data Literacy,https://skills.emsidata.com/skills/ES476D9219E938F5CB96
align-es47ba93fc30e2f301dc,Alignment,Employee Relations,https://lightcast.io/open-skills/skills/ES47BA93FC30E2F301DC
align-es48623cc9c8e75c1d30,Alignment,Instructional Strategies,https://skills.lightcast.io/skills/ES48623CC9C8E75C1D30
align-es48a2564ddf220563eb,Alignment,Early Intervention,https://skills.emsidata.com/skills/ES48A2564DDF220563EB
align-es4e81d4e042f468c897,Alignment,Strategic Decision-Making,https://skills.lightcast.io/skills/ES4E81D4E042F468C897
align-es5084e497cf6a499186,Alignment,Agile Project Management,https://skills.emsidata.com/skills/ES5084E497CF6A499186
align-es55dedb12df54f219f3,Alignment,Organizational Strategy,https://skills.lightcast.io/skills/ES55DEDB12DF54F219F3
align-es58473dde93a7e10cc4,Alignment,Educational Assessment,https://lightcast.io/open-skills/skills/ES58473DDE93A7E10CC4
align-es58b589f1d2d5363714,Alignment,Database Systems,https://skills.emsidata.com/skills/ES58B589F1D2D5363714
align-es5a003faa998f6c51de,Alignment,Ethical Responsibility,https://skills.emsidata.com/skills/ES5A003FAA998F6C51DE
align-es5bd288b5b33ff14750,Alignment,De-escalation Techniques,https://skills.emsidata.com/skills/ES5BD288B5B33FF14750
align-es5fec2566bd7e320e36,Alignment,Physical Science,https://skills.emsidata.com/skills/ES5FEC2566BD7E320E36
align-es600d64cb6b73fa1b41,Alignment,Container Security,https://skills.emsidata.com/skills/ES600D64CB6B73FA1B41
align-es675c387150839bfd4b,Alignment,Patient Benefits,https://skills.emsidata.com/skills/ES675C387150839BFD4B
align-es6a03a6d02fba0d8ceb,Alignment,Ideation,https://skills.lightcast.io/skills/ES6A03A6D02FBA0D8CEB
align-es6b35d286e07de57345,Alignment,Cyber Threat Intelligence,https://skills.emsidata.com/skills/ES6B35D286E07DE57345
align-es6d268a39704f962b36,Alignment,Professional Development Planning,https://lightcast.io/open-skills/skills/ES6D268A39704F962B36
align-es6f74457cd122f14f6f,Alignment,Family Engagement,https://skills.lightcast.io/skills/ES6F74457CD122F14F6F
align-es70cd6e89f6dad8f319,Alignment,Relationship Management,https://skills.emsidata.com/skills/ES70CD6E89F6DAD8F319
align-es71c18378814e6740d6,Alignment,People Management,https://skills.emsidata.com/skills/ES71C18378814E6740D6
align-es750dff3e0853e95124,Alignment,Profit And Loss (P&L) Management,https://lightcast.io/open-skills/skills/ES750DFF3E0853E95124
align-es7548f482ab199ae284,Alignment,Empirical Analysis,https://skills.emsidata.com/skills/ES7548F482AB199AE284
align-es76f4c57a88877d6d64,Alignment,Educational Professionalism,https://lightcast.io/open-skills/skills/ES76F4C57A88877D6D64
align-es7a07cf87c516875b23,Alignment,Accountability,https://skills.emsidata.com/skills/ES7A07CF87C516875B23
align-es7ab4dcda66e9d694f3,Alignment,Successive Approximation Model,https://lightcast.io/open-skills/skills/ES7AB4DCDA66E9D694F3
align-es7ac98a03e7159112b5,Alignment,Policy Development,https://skills.emsidata.com/skills/ES7AC98A03E7159112B5
align-es7accfed348f09c4155,Alignment,Clinical Leadership,https://skills.emsidata.com/skills/ES7ACCFED348F09C4155
align-es7d007e896bf43b4ec9,Alignment,Visual Literacy,https://skills.emsidata.com/skills/ES7D007E896BF43B4EC9
align-es822afc4a73978aafb3,Alignment,Patient Transfer,https://skills.emsidata.com/skills/ES822AFC4A73978AAFB3
align-es82679c2ada70ddd6a5,Alignment,Cash Flow Analysis,https://skills.emsidata.com/skills/ES82679C2ADA70DDD6A5
align-es82f24a0be917b392e9,Alignment,Curriculum Planning,https://skills.lightcast.io/skills/ES82F24A0BE917B392E9
align-es832d5a4a82c0c5c93d,Alignment,Project Scoping,https://skills.emsidata.com/skills/ES832D5A4A82C0C5C93D
align-es84406857cbeeface95,Alignment,Business Operations,https://lightcast.io/open-skills/skills/ES84406857CBEEFACE95
align-es86c12b1aa904c0f35f,Alignment,Analytical Thinking,https://skills.emsidata.com/skills/ES86C12B1AA904C0F35F
align-es87885d4edb576917c4,Alignment,Supervision,https://lightcast.io/open-skills/skills/ES87885D4EDB576917C4
align-es886154c56dd7eb0aff,Alignment,Constructive Feedback,https://skills.emsidata.com/skills/ES886154C56DD7EB0AFF
align-es899ba440fa3441f22a,Alignment,Workflow Management,https://skills.lightcast.io/skills/ES899BA440FA3441F22A
align-es8b03dad3b526316ed9,Alignment,Organizational Skills,https://skills.emsidata.com/skills/ES8B03DAD3B526316ED9
align-es8be0063d3f5f9870f4,Alignment,Growth Mindedness,https://skills.emsidata.com/skills/ES8BE0063D3F5F9870F4
align-es8c087d7ee8b81da9c0,Alignment,Talent Management,https://skills.lightcast.io/skills/ES8C087D7EE8B81DA9C0
align-es8cf1dc51ee296520ff,Alignment,Social Listening,https://lightcast.io/open-skills/skills/ES8CF1DC51EE296520FF
align-es90c03d3e378355d65c,Alignment,Academic Affairs,https://lightcast.io/open-skills/skills/ES90C03D3E378355D65C
align-es956a225151a706bfa0,Alignment,Internal Investigations,https://skills.emsidata.com/skills/ES956A225151A706BFA0
align-es967349b940d420c8df,Alignment,Social Determinants of Health,https://skills.emsidata.com/skills/ES967349B940D420C8DF
align-es982fda4ca23e7a3d3f,Alignment,Data Storytelling,https://skills.lightcast.io/skills/ES982FDA4CA23E7A3D3F
align-es99a006189426343e98,Alignment,Mental Agility,https://skills.emsidata.com/skills/ES99A006189426343E98
align-es99a6d89d5c11f093da,Alignment,Brand Marketing,https://lightcast.io/open-skills/skills/ES99A6D89D5C11F093DA
align-es9a5eb473bc86f9fa36,Alignment,Basic Math,https://skills.emsidata.com/skills/ES9A5EB473BC86F9FA36
align-es9be78011491f7668aa,Alignment,Threat Assessment,https://skills.emsidata.com/skills/ES9BE78011491F7668AA
align-es9cb9fb6c73a05d4048,Alignment,Customer Experience,https://lightcast.io/open-skills/skills/ES9CB9FB6C73A05D4048
align-es9e070cf7dfd323e9d9,Alignment,Financial Strategy,https://lightcast.io/open-skills/skills/ES9E070CF7DFD323E9D9
align-esa420f05ebbd34b3c2a,Alignment,Curiosity,https://skills.emsidata.com/skills/ESA420F05EBBD34B3C2A
align-esa580ae0adc4956232f,Alignment,Health Literacy,https://skills.emsidata.com/skills/ESA580AE0ADC4956232F
align-esa5d9f3e27b56a0f587,Alignment,Tax Auditing,https://lightcast.io/open-skills/skills/ESA5D9F3E27B56A0F587
align-esa9e408bb9dc98fb873,Alignment,Course Development,https://lightcast.io/open-skills/skills/ESA9E408BB9DC98FB873
align-esaea6b36cacc973c466,Alignment,Formative and Summative Assessments,https://lightcast.io/open-skills/skills/ESAEA6B36CACC973C466
align-esb04bcb6189a2cb271e,Alignment,Digital Literacy,https://skills.emsidata.com/skills/ESB04BCB6189A2CB271E
align-esb1337e3a813d1d2e8c,Alignment,Policy Management,https://lightcast.io/open-skills/skills/ESB1337E3A813D1D2E8C
align-esb2463f41e66cb3ecb7,Alignment,Civic Engagement,https://skills.emsidata.com/skills/ESB2463F41E66CB3ECB7
align-esb4c707e98b551de4a2,Alignment,Variance Analysis,https://skills.emsidata.com/skills/ESB4C707E98B551DE4A2
align-esb4f2bd367f3364ea7e,Alignment,Student Recruitment,https://lightcast.io/open-skills/skills/ESB4F2BD367F3364EA7E
align-esb53bb075deb80e8d42,Alignment,Marketing Software,https://skills.emsidata.com/skills/ESB53BB075DEB80E8D42
align-esb6859f09df2e149cc9,Alignment,Cost Accounting,https://lightcast.io/open-skills/skills/ESB6859F09DF2E149CC9
align-esb812bb8b0fca695f64,Alignment,Organizational Leadership,https://skills.emsidata.com/skills/ESB812BB8B0FCA695F64
align-esbce58a5a761a3e64ce,Alignment,Corporate Accounting,https://skills.emsidata.com/skills/ESBCE58A5A761A3E64CE
align-esbee34fee67a9e79be4,Alignment,Malware Analysis,https://skills.emsidata.com/skills/ESBEE34FEE67A9E79BE4
align-esc13bc4a29b476f1e72,Alignment,Instruction Delivery,https://skills.emsidata.com/skills/ESC13BC4A29B476F1E72
align-esc291fbf2f1b35c80bc,Alignment,Learning and Development Strategy,https://lightcast.io/open-skills/skills/ESC291FBF2F1B35C80BC
align-esc5567f7a6fa12d0dcd,Alignment,Resilience,https://skills.emsidata.com/skills/ESC5567F7A6FA12D0DCD
align-esc80c5e846c65f847eb,Alignment,Digital Transformation,https://skills.lightcast.io/skills/ESC80C5E846C65F847EB
align-esc842062c77758b1aed,Alignment,Learning Strategies,https://skills.emsidata.com/skills/ESC842062C77758B1AED
align-esc8d1bb5d784f1e5f33,Alignment,Evidence Collection,https://skills.emsidata.com/skills/ESC8D1BB5D784F1E5F33
align-esc9f0e0647e6479f635,Alignment,Sterile Techniques And Procedures,https://skills.emsidata.com/skills/ESC9F0E0647E6479F635
align-esd226c996de4fa440ee,Alignment,Tax Analysis,https://skills.emsidata.com/skills/ESD226C996DE4FA440EE
align-esd2edf2e51d7c90fd5f,Alignment,Advocacy,https://skills.emsidata.com/skills/ESD2EDF2E51D7C90FD5F
align-esd45eab54a83a5255d6,Alignment,Ethical Standards and Conduct,https://lightcast.io/open-skills/skills/ESD45EAB54A83A5255D6
align-esda62349890992acc1f,Alignment,Treatment Planning,https://skills.emsidata.com/skills/ESDA62349890992ACC1F
align-esdda82d6e3d68226f40,Alignment,Cultural Literacy,https://skills.emsidata.com/skills/ESDDA82D6E3D68226F40
align-esdea5e2d5bb4dcb8e8d,Alignment,Tax Research,https://skills.emsidata.com/skills/ESDEA5E2D5BB4DCB8E8D
align-ese0fec675ae872f55af,Alignment,Law Enforcement Operations,https://skills.emsidata.com/skills/ESE0FEC675AE872F55AF
align-ese1216651d3cd9a89f1,Alignment,Clinical Reasoning,https://skills.emsidata.com/skills/ESE1216651D3CD9A89F1
align-ese1eacd35769ed63048,Alignment,Student Development,https://lightcast.io/open-skills/skills/ESE1EACD35769ED63048
align-ese3dcb914a93a90aa1d,Alignment,Thought Leadership,https://skills.emsidata.com/skills/ESE3DCB914A93A90AA1D
align-ese6f0148c7a499c5987,Alignment,Visual Storytelling,https://skills.lightcast.io/skills/ESE6F0148C7A499C5987
align-ese78adae3f63e197e13,Alignment,Compassion,https://skills.emsidata.com/skills/ESE78ADAE3F63E197E13
align-ese81c8d2a344f1f562c,Alignment,Higher Education Administration,https://lightcast.io/open-skills/skills/ESE81C8D2A344F1F562C
align-ese97e0894302cac334a,Alignment,Law Enforcement Practices,https://skills.emsidata.com/skills/ESE97E0894302CAC334A
align-eseb1d4619e6e83a061d,Alignment,Communications,https://lightcast.io/open-skills/skills/ESEB1D4619E6E83A061D
align-eseb801ae4d5a02552e9,Alignment,Immigration Law,https://skills.emsidata.com/skills/ESEB801AE4D5A02552E9
align-esed820e6065d9aa8d6f,Alignment,Self-Motivation,https://skills.emsidata.com/skills/ESED820E6065D9AA8D6F
align-esef6cbfe27c71b28816,Alignment,Goal Setting,https://lightcast.io/open-skills/skills/ESEF6CBFE27C71B28816
align-esef99c6787483631ab7,Alignment,Social-Emotional Learning (SEL),https://lightcast.io/open-skills/skills/ESEF99C6787483631AB7
align-esf0141dc2cb2921d70e,Alignment,Discharge Planning,https://skills.emsidata.com/skills/ESF0141DC2CB2921D70E
align-esf0377b4ec11cf39f38,Alignment,Patient/Family Education,https://skills.emsidata.com/skills/ESF0377B4EC11CF39F38
align-esf0c9a7b3c4bb4d375d,Alignment,Marketing Materials,https://skills.emsidata.com/skills/ESF0C9A7B3C4BB4D375D
align-esf14a354ddd69b5fbd4,Alignment,Data-Driven Decision Making,https://skills.emsidata.com/skills/ESF14A354DDD69B5FBD4
align-esf1c52ec8eb2d20f926,Alignment,Student Learning Outcomes,https://skills.lightcast.io/skills/ESF1C52EC8EB2D20F926
align-esf2b37dd5d70c83bcaa,Alignment,Full Motion Video (FMV) Exploitation,https://skills.emsidata.com/skills/ESF2B37DD5D70C83BCAA
align-esf5175f2e8d15c96e2a,Alignment,Student Affairs Administration,https://lightcast.io/open-skills/skills/ESF5175F2E8D15C96E2A
align-esf586319eac399e9394,Alignment,Logistics,https://lightcast.io/open-skills/skills/ESF586319EAC399E9394
align-esf7cbebe067150b911f,Alignment,Social Media Management,https://skills.lightcast.io/skills/ESF7CBEBE067150B911F
align-esfa9982a2a945e439cb,Alignment,Analytical Skills,https://skills.lightcast.io/skills/ESFA9982A2A945E439CB
align-esfb6f6182e69da80843,Alignment,Production Planning,https://skills.emsidata.com/skills/ESFB6F6182E69DA80843
align-esfc43dca3801e591cd5,Alignment,Program Development,https://skills.emsidata.com/skills/ESFC43DCA3801E591CD5
align-esfd256d18c013991cf7,Alignment,Tax Accounting,https://skills.emsidata.com/skills/ESFD256D18C013991CF7
align-esff590b4370d07e8beb,Alignment,Self Defense,https://skills.emsidata.com/skills/ESFF590B4370D07E8BEB
align-ethics-role-hr-factsheet,Alignment,Ethical Practice,"https://www.cipd.org/en/knowledge/factsheets/ethics-role-hr-factsheet/#:~:text=Ethical%20practice%20is%20the%20application,of%20product%20and%20corporate%20responsibility."
align-evidence-based-practice,Alignment,Evidence-Based Practice,https://lightcast.io/open-skills/skills/KS123987840L8J17862K/evidence-based-practice
align-experiential-learning,Alignment,Experiential Learning,https://lightcast.io/open-skills/skills/KS123R966Z5R6D81XZK4/experiential-learning
align-extensible-markup-language-xml,Alignment,Extensible Markup Language (XML),https://lightcast.io/open-skills/skills/KS4427C77PRBT3948VNB/extensible-markup-language-xml
align-extract-transform-load-etl,Alignment,Extract Transform Load (ETL),https://lightcast.io/open-skills/skills/KS122PF6FZS3609GDG0V/extract-transform-load-etl
align-faculty-development,Alignment,Faculty Development,https://lightcast.io/open-skills/skills/KS123T6775QBFNTGWN0J/faculty-development
align-family-educational-rights-and-privacy-act,Alignment,Family Educational Rights and Privacy Act,https://lightcast.io/open-skills/skills/KS123WD6XDCN2V4LC6N8/family-educational-rights-and-privacy-act
align-family-engagement,Alignment,Family Engagement,https://lightcast.io/open-skills/skills/ES6F74457CD122F14F6F/family-engagement
align-finance,Alignment,Finance,https://lightcast.io/open-skills/skills/KS123MC78KV644P5DDZ0/finance
align-financial-accounting,Alignment,Financial Accounting,https://lightcast.io/open-skills/skills/KS123Y56VDHMZ288XX1W/financial-accounting
align-financial-analysis,Alignment,Financial Analysis,https://lightcast.io/open-skills/skills/KS123Y66DNRSJ1QGK9NW/financial-analysis
align-financial-auditing,Alignment,Financial Auditing,https://lightcast.io/open-skills/skills/KS120WM730QRLVPV26RR/financial-auditing
align-financial-data,Alignment,Financial Data,https://lightcast.io/open-skills/skills/KS123Y76D7JBC3TT7S7W/financial-data
align-financial-forecasting,Alignment,Financial Forecasting,https://lightcast.io/open-skills/skills/KS1217J65JY9FWFKQR0C/financial-forecasting
align-financial-management,Alignment,Financial Management,https://lightcast.io/open-skills/skills/KS123Y170JP7JBSFVBSS/financial-management
align-financial-modeling,Alignment,Financial Modeling,https://lightcast.io/open-skills/skills/KS123YH6B5Z6Q799424R/financial-modeling
align-financial-planning,Alignment,Financial Planning,https://lightcast.io/open-skills/skills/KS123YH6YZ1G0PZVVJW1/financial-planning
align-financial-reporting-shtml,Alignment,Financial Reporting,https://www.netsuite.com/portal/resource/articles/accounting/financial-reporting.shtml
align-financial-services,Alignment,Financial Services,https://lightcast.io/open-skills/skills/KS123Y170CZM0V5Z3XXB/financial-services
align-financial-statements,Alignment,Financial Statements,https://lightcast.io/open-skills/skills/KS123YJ6KVWC91BTMB4R/financial-statements
align-financial-systems,Alignment,Financial Systems,https://lightcast.io/open-skills/skills/KS123Y56BJ5RWDQLYD5K/financial-systems
align-firewall,Alignment,Firewall,https://lightcast.io/open-skills/skills/KS123Z75WFFSZPXNH04Q/firewall
align-forecasting,Alignment,Forecasting,https://lightcast.io/open-skills/skills/KS1241P6PXRCKTDSWHTV/forecasting
align-fraud-prevention-and-detection,Alignment,Fraud Prevention and Detection,https://lightcast.io/open-skills/skills/KS1243G647PT6VNYXJ66/fraud-prevention-and-detection
align-general-ledger,Alignment,General Ledger,https://lightcast.io/open-skills/skills/KS1248L77TSY3J2V2XC1/general-ledger
align-generally-accepted-accounting-principles,Alignment,Generally Accepted Accounting Principles,https://lightcast.io/open-skills/skills/KS124685Z7C03V020F5V/generally-accepted-accounting-principles
align-goal-oriented,Alignment,Goal Oriented,https://lightcast.io/open-skills/skills/KSS30WWC1QZQY5T61CS5/goal-oriented
align-goal-setting,Alignment,Goal Setting,https://lightcast.io/open-skills/skills/ESEF6CBFE27C71B28816/goal-setting
align-governmental-accounting,Alignment,Governmental Accounting,https://lightcast.io/open-skills/skills/KS124GH61P6YM2TX0DMZ/governmental-accounting
align-graphic-communication,Alignment,Graphic Communication,https://lightcast.io/open-skills/skills/KS124H36Q97V3CTYHMC1/graphic-communication
align-graphic-design,Alignment,Graphic Design,https://lightcast.io/open-skills/skills/KS124H46Q2PP8YC1WQ06/graphic-design
align-gratitude,Alignment,Gratitude,Gratitude
align-group-decision-making,Alignment,Group Decision-Making,https://lightcast.io/open-skills/skills/KS124J86NDNTQH20VP86/group-decision-making
align-health-informatics,Alignment,Health Informatics,https://lightcast.io/open-skills/skills/KS1211J6CBCRD96F9WLF/health-informatics
align-health-information-management,Alignment,Health Information Management,https://lightcast.io/open-skills/skills/KS124MW79T7LBCHJXR12/health-information-management
align-health-information-technology,Alignment,Health Information Technology,https://lightcast.io/open-skills/skills/KS124MY5XKMPZGRG1CZ4/health-information-technology
align-health-insurance-portability-and-accountability-act-hipaa-compliance,Alignment,Health Insurance Portability and Accountability Act (HIPAA) Compliance,https://lightcast.io/open-skills/skills/KS124QM6G2G824WRK8DZ/health-insurance-portability-and-accountability-act-hipaa-compliance
align-help-desk-support,Alignment,Help Desk Support,https://lightcast.io/open-skills/skills/KS124MH6ZSZDFV5XXYQ4/help-desk-support
align-higher-education,Alignment,Higher Education,https://lightcast.io/open-skills/skills/KS124Q3726PHM9JNS05D/higher-education
align-human-resource-management,Alignment,Human Resource Management,https://lightcast.io/open-skills/skills/KS124TG6C6GQ3RGYBJ3G/human-resource-management
align-human-resource-managements12642691kyjxp5zrdq,Alignment,Human Resource Management,https://skills.emsidata.com/skills/Khttps://lightcast.io/open-skills/skills/KS124TG6C6GQ3RGYBJ3G/human-resource-managementS12642691KYJXP5ZRDQ
align-human-resource-policies,Alignment,Human Resource Policies,https://lightcast.io/open-skills/skills/KS124VL6RVRF0BZ2B1Y1/human-resource-policies
align-human-resources-concepts,Alignment,Human Resources Concepts,https://lightcast.io/open-skills/skills/KS124VL76F1D07MLLMVL/human-resources-concepts
align-human-subject-research,Alignment,Human Subjects Research,https://lightcast.io/open-skills/skills/KS124VL6H88RZFHX6NTS/human-subject-research
align-ideation,Alignment,Ideation,https://lightcast.io/open-skills/skills/ES6A03A6D02FBA0D8CEB/ideation
align-identity-and-access-management,Alignment,Identity and Access Management,https://lightcast.io/open-skills/skills/KS125025Z8ZHJCJMPF7T/identity-and-access-management
align-incident-reporting,Alignment,Incident Report,https://lightcast.io/open-skills/skills/KS125396X5DJ1MXHT6YC/incident-reporting
align-incident-response,Alignment,Incident Response,https://lightcast.io/open-skills/skills/KS123H8759405VLYXGLP/incident-response
align-influencing-skills,Alignment,Influencing Skills,https://lightcast.io/open-skills/skills/ES20CECA4FF83ECE8196/influencing-skills
align-information-governance,Alignment,Information Governance,https://lightcast.io/open-skills/skills/KS1254G5Z1VFXH167CVB/information-governance
align-information-literacy,Alignment,Information Literacy,https://lightcast.io/open-skills/skills/KS1254G6X37NS306Y596/information-literacy
align-information-privacy,Alignment,Information Privacy,https://lightcast.io/open-skills/skills/KS122PR6NST1560F3X9L/information-privacy
align-information-risk-management,Alignment,Information Risk Management,https://www.upguard.com/blog/information-risk-management
align-information-security-management,Alignment,Information Security Management,https://lightcast.io/open-skills/skills/KS1254M6N7QPZ96MGR0L/information-security-management
align-information-systems,Alignment,Information Systems,https://lightcast.io/open-skills/skills/KS1227D60Q7225FTK55V/information-systems
align-information-systems-security,Alignment,Information Systems Security,https://lightcast.io/open-skills/skills/KS120SS664Q5HF0WHTLY/information-systems-security
align-infrastructure-as-a-service-iaas,Alignment,Infrastructure As A Service (IaaS),https://lightcast.io/open-skills/skills/KS124X67987XF85L4KQS/infrastructure-as-a-service-iaas
align-innovation,Alignment,Innovation,https://lightcast.io/open-skills/skills/KS1253H61TTR1FZWSRH4/innovation
align-instructional-design,Alignment,Instructional Design,https://lightcast.io/open-skills/skills/KS1256C6DBYG39V53J4V/instructional-design
align-instructional-design-storyboard,Alignment,Instructional Storyboarding,https://www.digitallearninginstitute.com/blog/instructional-design-storyboard
align-instructional-strategies,Alignment,Instructional Strategies,https://lightcast.io/open-skills/skills/ES48623CC9C8E75C1D30/instructional-strategies
align-interdisciplinary-teaching,Alignment,Interdisciplinary Teaching,https://lightcast.io/open-skills/skills/KS125856JH9VGVNY0TBP/interdisciplinary-teaching
align-internal-auditing,Alignment,Internal Auditing,https://lightcast.io/open-skills/skills/KS1258B6FBG9B2CQ169N/internal-auditing
align-interpersonal-communications,Alignment,Communications,https://lightcast.io/open-skills/skills/KS1259D6L30YYG3XR3VL/interpersonal-communications
align-intrusion-detection-and-prevention,Alignment,Intrusion Detection and Prevention,https://lightcast.io/open-skills/skills/KS1259Y6CNM1WLJS8PPP/intrusion-detection-and-prevention
align-inventory-management,Alignment,Inventory Management,https://lightcast.io/open-skills/skills/KS125B569R313XT23LHY/inventory-management
align-investment-management,Alignment,Investment Management,https://lightcast.io/open-skills/skills/KS1245D63J6T7XNBKPV6/investment-management
align-it-infrastructure,Alignment,Infrastructure,https://lightcast.io/open-skills/skills/ESDC58629CA141F03F92/it-infrastructure
align-java-programming-language,Alignment,Java (Programming Language),https://lightcast.io/open-skills/skills/KS120076FGP5WGWYMP0F/java-programming-language
align-javascript-programming-language,Alignment,JavaScript (Programming Language),https://lightcast.io/open-skills/skills/KS1200771D9CR9LB4MWW/javascript-programming-language
align-job-analysis,Alignment,Job Analysis,https://lightcast.io/open-skills/skills/KS125K36T7CLFH56KJNC/job-analysis
align-key-performance-indicators-kpis,Alignment,Key Performance Indicators (KPIs),https://lightcast.io/open-skills/skills/KS125MK6L8XN70ZS40ZY/key-performance-indicators-kpis
align-knowledge-and-practices,Alignment,Literacy Instruction,https://dyslexiaida.org/knowledge-and-practices/
align-ks0h2ufqqanfk8s4vwes,Alignment,Self Evaluation,https://skills.emsidata.com/skills/KS0H2UFQQANFK8S4VWES
align-ks1200364c9c1lk3v5q1,Alignment,C (Programming Language),https://skills.emsidata.com/skills/KS1200364C9C1LK3V5Q1
align-ks1200578t5qcyt0z98g,Alignment,HyperText Markup Language (HTML),https://skills.emsidata.com/skills/KS1200578T5QCYT0Z98G
align-ks120076fgp5wgwymp0f,Alignment,Java (Programming Language),https://skills.emsidata.com/skills/KS120076FGP5WGWYMP0F
align-ks1200771d9cr9lb4mww,Alignment,JavaScript (Programming Language),https://skills.emsidata.com/skills/KS1200771D9CR9LB4MWW
align-ks1200b62w5zf38rj7td,Alignment,.NET Framework,https://skills.emsidata.com/skills/KS1200B62W5ZF38RJ7TD
align-ks1200n70hcw4dgvphbm,Alignment,Electrocardiography,https://skills.emsidata.com/skills/KS1200N70HCW4DGVPHBM
align-ks1200x6v3937rsf8vvm,Alignment,First Aid,https://skills.emsidata.com/skills/KS1200X6V3937RSF8VVM
align-ks1201w79njw2j5zqdfv,Alignment,Six Sigma Methodology,https://skills.emsidata.com/skills/KS1201W79NJW2J5ZQDFV
align-ks120265wkhsmj6hyx8p,Alignment,Microsoft Windows,https://lightcast.io/open-skills/skills/KS120265WKHSMJ6HYX8P
align-ks1202b652yn84d9kxmx,Alignment,User Experience (UX) Design,https://lightcast.io/open-skills/skills/KS1202B652YN84D9KXMX
align-ks1203c6n9b52qgb4h67,Alignment,Research,https://lightcast.io/open-skills/skills/KS1203C6N9B52QGB4H67
align-ks1203d66q7yk7kqzxj2,Alignment,Academic Writing,https://skills.emsidata.com/skills/KS1203D66Q7YK7KQZXJ2
align-ks1203k6fq749njnrbbx,Alignment,Acceptance Testing,https://skills.emsidata.com/skills/KS1203K6FQ749NJNRBBX
align-ks1203l5zbs8nr0t5xn2,Alignment,Access Controls,https://skills.emsidata.com/skills/KS1203L5ZBS8NR0T5XN2
align-ks1203m5x6lqvsrtw88j,Alignment,Access Network,https://skills.emsidata.com/skills/KS1203M5X6LQVSRTW88J
align-ks1203s6mm7gldm71wqd,Alignment,Account Analysis,https://skills.emsidata.com/skills/KS1203S6MM7GLDM71WQD
align-ks1203v5wxb7ng26xsr8,Alignment,Accounts Payable,https://skills.emsidata.com/skills/KS1203V5WXB7NG26XSR8
align-ks1203w6419rjg2kw4qs,Alignment,Accounts Receivable,https://skills.emsidata.com/skills/KS1203W6419RJG2KW4QS
align-ks1203w702nd09xhkjr5,Alignment,Accounting,https://lightcast.io/open-skills/skills/KS1203W702ND09XHKJR5
align-ks1203x6zdcnw2j3rc4x,Alignment,Bookkeeping,https://skills.emsidata.com/skills/KS1203X6ZDCNW2J3RC4X
align-ks1203z62dntm19lszz3,Alignment,Accounting Ethics,https://lightcast.io/open-skills/skills/KS1203Z62DNTM19LSZZ3
align-ks1203z6yqz0x4xx7rm2,Alignment,Accounting Management,https://skills.emsidata.com/skills/KS1203Z6YQZ0X4XX7RM2
align-ks120436n14bn10fm7w8,Alignment,Accounting Software,https://skills.emsidata.com/skills/KS120436N14BN10FM7W8
align-ks12043750bk3klg30b5,Alignment,Accounting Systems,https://skills.emsidata.com/skills/KS12043750BK3KLG30B5
align-ks120496p0ndbpkp322z,Alignment,Accruals,https://skills.emsidata.com/skills/KS120496P0NDBPKP322Z
align-ks1204y6gthq6t5bdj64,Alignment,Advanced Cardiovascular Life Support (ACLS),https://skills.emsidata.com/skills/KS1204Y6GTHQ6T5BDJ64
align-ks1205767r47rzsq9rhy,Alignment,Acquisitions and Mergers,https://lightcast.io/open-skills/skills/KS1205767R47RZSQ9RHY
align-ks1205g5zks8zzwvpm9y,Alignment,Active Directory,https://lightcast.io/open-skills/skills/KS1205G5ZKS8ZZWVPM9Y
align-ks1205g70kr7ly58q27z,Alignment,Active Learning,https://skills.emsidata.com/skills/KS1205G70KR7LY58Q27Z
align-ks1205h6hzdxgdv2r0qz,Alignment,Active Listening,https://skills.emsidata.com/skills/KS1205H6HZDXGDV2R0QZ
align-ks1205w6cc3kvpsfh2q6,Alignment,Acute Care,https://skills.emsidata.com/skills/KS1205W6CC3KVPSFH2Q6
align-ks1205z6vb9zzv95bgk1,Alignment,Advertising Sales,https://skills.emsidata.com/skills/KS1205Z6VB9ZZV95BGK1
align-ks120626hmwcxjwjc7vk,Alignment,Adaptability,https://skills.emsidata.com/skills/KS120626HMWCXJWJC7VK
align-ks120886pw26cklq11t1,Alignment,Literacy,https://skills.emsidata.com/skills/KS120886PW26CKLQ11T1
align-ks120887040zbrpxrmps,Alignment,Psychiatry,https://skills.emsidata.com/skills/KS120887040ZBRPXRMPS
align-ks1208p6zmz4n872y7x5,Alignment,Application Programming Interface (API),https://skills.emsidata.com/skills/KS1208P6ZMZ4N872Y7X5
align-ks1208x76fb40zxzxy03,Alignment,Advertising Campaigns,https://skills.emsidata.com/skills/KS1208X76FB40ZXZXY03
align-ks1209264q7t9wxj2htt,Alignment,Automated External Defibrillator,https://skills.emsidata.com/skills/KS1209264Q7T9WXJ2HTT
align-ks1209j77mxgbb1r8f6f,Alignment,Aerosols,https://skills.emsidata.com/skills/KS1209J77MXGBB1R8F6F
